author,post,upvotes,downvotes,total reply count,direct reply count,wordcount,posting utc date,posting utc time,posted at (unix timestamp),posted at (utc unix timestamp)
earth_rises,"WAYWT - April 02, 2017",29,0,0,0,41,2017-04-02,16:09:38,1491178178.0,1491149378.0
xomandark,"WAYWT - April 02, 2017",56,0,14,5,41,2017-04-02,16:20:33,1491178833.0,1491150033.0
hand2handwombat,"WAYWT - April 02, 2017",56,0,2,1,59,2017-04-02,16:28:31,1491179311.0,1491150511.0
thecurvynerd,"WAYWT - April 02, 2017",55,0,6,6,80,2017-04-02,18:19:57,1491185997.0,1491157197.0
sarahaw13,"WAYWT - April 02, 2017",24,0,6,3,63,2017-04-02,19:07:34,1491188854.0,1491160054.0
Deiji-,"WAYWT - April 02, 2017",50,0,10,5,79,2017-04-02,16:15:26,1491178526.0,1491149726.0
ojiua,"WAYWT - April 02, 2017",52,0,8,4,71,2017-04-02,16:28:52,1491179332.0,1491150532.0
stephamelon,"WAYWT - April 02, 2017",69,0,8,5,103,2017-04-02,16:29:42,1491179382.0,1491150582.0
lacqueratorie,"WAYWT - April 02, 2017",65,0,6,4,31,2017-04-02,18:19:30,1491185970.0,1491157170.0
chaosintejas,"WAYWT - April 02, 2017",44,0,6,3,86,2017-04-02,16:57:48,1491181068.0,1491152268.0
xtinamariet,"WAYWT - April 02, 2017",19,0,1,1,93,2017-04-02,18:39:20,1491187160.0,1491158360.0
kcwashere,"WAYWT - April 02, 2017",79,0,7,4,33,2017-04-02,16:42:18,1491180138.0,1491151338.0
SmellTheseFlowers,"WAYWT - April 02, 2017",38,0,5,2,62,2017-04-02,18:51:40,1491187900.0,1491159100.0
w0nd3rlust,"WAYWT - April 02, 2017",40,0,2,2,5,2017-04-02,20:04:35,1491192275.0,1491163475.0
AryaTS,"WAYWT - April 02, 2017",16,0,2,1,113,2017-04-02,17:04:28,1491181468.0,1491152668.0
bikinikills,"WAYWT - April 02, 2017",15,0,7,4,156,2017-04-02,17:19:44,1491182384.0,1491153584.0
suzysparrow,"WAYWT - April 02, 2017",41,0,10,5,72,2017-04-02,20:18:46,1491193126.0,1491164326.0
Lillyeth,"WAYWT - April 02, 2017",47,0,12,6,64,2017-04-02,20:51:15,1491195075.0,1491166275.0
owlblackeverything,"WAYWT - April 02, 2017",15,0,3,2,372,2017-04-02,17:11:47,1491181907.0,1491153107.0
bnkb,"WAYWT - April 02, 2017",12,0,4,2,116,2017-04-02,18:17:58,1491185878.0,1491157078.0
aliceismalice,"WAYWT - April 02, 2017",13,0,3,2,14,2017-04-02,19:59:33,1491191973.0,1491163173.0
signal_and_idler,"WAYWT - April 02, 2017",36,0,6,6,61,2017-04-02,20:30:08,1491193808.0,1491165008.0
tamberra,"WAYWT - April 02, 2017",44,0,4,3,46,2017-04-02,23:53:54,1491206034.0,1491177234.0
twoblueshoes,"WAYWT - April 02, 2017",24,0,10,5,172,2017-04-02,16:38:36,1491179916.0,1491151116.0
killerwhaletales,"WAYWT - April 02, 2017",20,0,2,1,231,2017-04-03,00:45:55,1491209155.0,1491180355.0
JohnnyDeppsPenis,"WAYWT - April 02, 2017",17,0,1,1,22,2017-04-02,19:05:31,1491188731.0,1491159931.0
lizzybones,"WAYWT - April 02, 2017",28,0,5,4,66,2017-04-02,17:26:37,1491182797.0,1491153997.0
ediblesprysky,"WAYWT - April 02, 2017",27,0,2,2,103,2017-04-03,02:30:47,1491215447.0,1491186647.0
BlueSpiritBlues,"WAYWT - April 02, 2017",45,0,3,1,87,2017-04-02,17:45:44,1491183944.0,1491155144.0
Hoosiergirl29,"WAYWT - April 02, 2017",17,0,0,0,33,2017-04-02,16:34:00,1491179640.0,1491150840.0
spookybuttwhispers,"WAYWT - April 02, 2017",16,0,4,2,27,2017-04-02,17:05:32,1491181532.0,1491152732.0
tert_butoxide,"WAYWT - April 02, 2017",7,0,6,1,57,2017-04-02,16:25:57,1491179157.0,1491150357.0
heyyogagirl,"WAYWT - April 02, 2017",22,0,1,1,200,2017-04-02,16:30:39,1491179439.0,1491150639.0
decentwriter,"WAYWT - April 02, 2017",25,0,4,3,115,2017-04-02,23:24:14,1491204254.0,1491175454.0
layneepup,"WAYWT - April 02, 2017",13,0,12,3,57,2017-04-03,19:45:39,1491277539.0,1491248739.0
luicipher,"WAYWT - April 02, 2017",10,0,2,2,44,2017-04-03,16:53:46,1491267226.0,1491238426.0
sollevatore,"WAYWT - April 02, 2017",4,0,3,2,53,2017-04-03,20:12:06,1491279126.0,1491250326.0
railaway,"WAYWT - April 02, 2017",11,0,6,4,165,2017-04-02,19:05:19,1491188719.0,1491159919.0
EamesGurl94,"WAYWT - April 02, 2017",4,0,0,0,67,2017-04-04,17:06:43,1491354403.0,1491325603.0
,"WAYWT - April 02, 2017",3,0,1,1,1,2017-04-05,00:28:15,1491380895.0,1491352095.0
Meisftw,"WAYWT - April 02, 2017",9,0,0,0,59,2017-04-03,20:33:08,1491280388.0,1491251588.0
scooby_noob,"WAYWT - April 02, 2017",5,0,1,1,21,2017-04-03,13:45:21,1491255921.0,1491227121.0
tinycatstinyhats,"WAYWT - April 02, 2017",4,0,2,1,80,2017-04-03,18:19:13,1491272353.0,1491243553.0
superfloree,"WAYWT - April 02, 2017",2,0,8,2,154,2017-04-03,08:27:04,1491236824.0,1491208024.0
shercocked,"WAYWT - March 29, 2017",57,0,6,2,149,2017-03-29,16:52:47,1490835167.0,1490806367.0
ayiyi,"WAYWT - March 29, 2017",123,0,9,9,95,2017-03-29,16:17:08,1490833028.0,1490804228.0
earth_rises,"WAYWT - March 29, 2017",58,0,5,2,46,2017-03-29,18:43:50,1490841830.0,1490813030.0
DrNooooooo,"WAYWT - March 29, 2017",107,0,4,4,18,2017-03-29,17:05:49,1490835949.0,1490807149.0
llama_delrey,"WAYWT - March 29, 2017",43,0,2,1,93,2017-03-29,17:07:47,1490836067.0,1490807267.0
filletoxico,"WAYWT - March 29, 2017",84,0,7,5,68,2017-03-29,17:58:32,1490839112.0,1490810312.0
stephamelon,"WAYWT - March 29, 2017",43,0,5,3,71,2017-03-29,16:30:24,1490833824.0,1490805024.0
Deiji-,"WAYWT - March 29, 2017",36,0,4,2,128,2017-03-29,16:14:50,1490832890.0,1490804090.0
h_15,"WAYWT - March 29, 2017",37,0,1,1,3,2017-03-30,18:28:00,1490927280.0,1490898480.0
coffee_for_dinner,"WAYWT - March 29, 2017",31,0,6,3,88,2017-03-29,16:34:49,1490834089.0,1490805289.0
tuliphaze,"WAYWT - March 29, 2017",31,0,7,3,37,2017-03-29,16:50:18,1490835018.0,1490806218.0
,"WAYWT - March 29, 2017",30,0,7,6,1,2017-03-29,18:23:15,1490840595.0,1490811795.0
onemillionwolves,"WAYWT - March 29, 2017",31,0,0,0,61,2017-03-30,07:45:27,1490888727.0,1490859927.0
,"WAYWT - March 29, 2017",55,0,15,6,1,2017-03-29,22:47:20,1490856440.0,1490827640.0
Misstarakat,"WAYWT - March 29, 2017",60,0,9,5,68,2017-03-29,23:17:30,1490858250.0,1490829450.0
spookybuttwhispers,"WAYWT - March 29, 2017",21,0,7,3,28,2017-03-29,18:11:31,1490839891.0,1490811091.0
302149,"WAYWT - March 29, 2017",21,0,5,2,51,2017-03-29,22:12:36,1490854356.0,1490825556.0
themonthofmay,"WAYWT - March 29, 2017",17,0,4,2,64,2017-03-29,18:06:28,1490839588.0,1490810788.0
musicnalgebra,"WAYWT - March 29, 2017",18,0,10,5,54,2017-03-29,18:15:36,1490840136.0,1490811336.0
emcee_ache,"WAYWT - March 29, 2017",49,0,15,7,151,2017-03-29,23:39:53,1490859593.0,1490830793.0
lawschoolbimbo,"WAYWT - March 29, 2017",16,0,1,1,50,2017-03-29,21:32:47,1490851967.0,1490823167.0
thecurvynerd,"WAYWT - March 29, 2017",44,0,27,7,104,2017-03-29,16:31:56,1490833916.0,1490805116.0
DearthNadir,"WAYWT - March 29, 2017",13,0,0,0,49,2017-03-30,12:35:41,1490906141.0,1490877341.0
pdxpython,"WAYWT - March 29, 2017",28,0,2,2,103,2017-03-29,16:06:55,1490832415.0,1490803615.0
catherine_wheel,"WAYWT - March 29, 2017",29,0,8,4,37,2017-03-29,16:10:25,1490832625.0,1490803825.0
caro11,"WAYWT - March 29, 2017",32,0,1,1,41,2017-03-29,17:58:14,1490839094.0,1490810294.0
ottaline_gambol,"WAYWT - March 29, 2017",22,0,6,4,77,2017-03-29,18:10:53,1490839853.0,1490811053.0
WiseacreSlugabed,"WAYWT - March 29, 2017",12,0,2,1,69,2017-03-29,16:17:22,1490833042.0,1490804242.0
undercoverofbranches,"WAYWT - March 29, 2017",11,0,8,4,37,2017-03-29,18:13:21,1490840001.0,1490811201.0
robonoodle,"WAYWT - March 29, 2017",45,0,3,2,65,2017-03-29,17:20:16,1490836816.0,1490808016.0
linaku,"WAYWT - March 29, 2017",21,0,8,3,12,2017-03-29,18:20:05,1490840405.0,1490811605.0
corbynwild,"WAYWT - March 29, 2017",27,0,5,4,6,2017-03-30,04:40:35,1490877635.0,1490848835.0
jennriver,"WAYWT - March 29, 2017",17,0,10,5,34,2017-03-29,18:00:48,1490839248.0,1490810448.0
Peregrinebullet,"WAYWT - March 29, 2017",8,0,6,3,46,2017-03-29,20:23:35,1490847815.0,1490819015.0
,"WAYWT - March 29, 2017",9,0,1,1,1,2017-03-31,16:21:04,1491006064.0,1490977264.0
LisaXavier,"WAYWT - March 29, 2017",34,0,11,5,113,2017-03-29,17:29:20,1490837360.0,1490808560.0
boogieforward,"WAYWT - March 29, 2017",8,0,5,2,40,2017-03-29,18:46:47,1490842007.0,1490813207.0
_space_pants_,"WAYWT - March 29, 2017",16,0,1,1,70,2017-03-30,12:13:02,1490904782.0,1490875982.0
4riadn3,"WAYWT - March 29, 2017",18,0,5,4,42,2017-03-29,21:19:44,1490851184.0,1490822384.0
ruthannr94,"WAYWT - March 29, 2017",32,0,5,4,9,2017-03-29,17:03:08,1490835788.0,1490806988.0
alloleo,"WAYWT - March 29, 2017",16,0,2,2,23,2017-03-29,20:25:06,1490847906.0,1490819106.0
cusekyi,"WAYWT - March 29, 2017",7,0,9,3,249,2017-03-29,16:21:44,1490833304.0,1490804504.0
LizzyLemonade,"WAYWT - March 29, 2017",15,0,3,2,127,2017-03-29,17:26:10,1490837170.0,1490808370.0
aliceismalice,"WAYWT - March 29, 2017",10,0,1,1,87,2017-03-29,19:58:21,1490846301.0,1490817501.0
niftynonsense,"WAYWT - March 26, 2017",142,0,11,6,90,2017-03-26,16:54:51,1490576091.0,1490547291.0
SusannaCarmichael,"WAYWT - March 26, 2017",112,0,14,6,71,2017-03-26,16:22:17,1490574137.0,1490545337.0
sohungy,"WAYWT - March 26, 2017",105,0,6,3,61,2017-03-26,17:13:51,1490577231.0,1490548431.0
Deiji-,"WAYWT - March 26, 2017",51,0,2,1,108,2017-03-26,16:18:27,1490573907.0,1490545107.0
azazello_spawn,"WAYWT - March 26, 2017",49,0,15,6,23,2017-03-26,19:35:05,1490585705.0,1490556905.0
hand2handwombat,"WAYWT - March 26, 2017",80,0,7,4,111,2017-03-26,16:06:12,1490573172.0,1490544372.0
KimchiChan,"WAYWT - March 26, 2017",77,0,10,8,68,2017-03-26,21:37:19,1490593039.0,1490564239.0
nunguin,"WAYWT - March 26, 2017",39,0,3,3,115,2017-03-26,18:19:11,1490581151.0,1490552351.0
AryaTS,"WAYWT - March 26, 2017",37,0,8,4,59,2017-03-26,19:00:12,1490583612.0,1490554812.0
villonious,"WAYWT - March 26, 2017",73,0,11,4,59,2017-03-26,16:10:28,1490573428.0,1490544628.0
stephamelon,"WAYWT - March 26, 2017",68,0,2,1,56,2017-03-26,17:00:11,1490576411.0,1490547611.0
xomandark,"WAYWT - March 26, 2017",33,0,12,5,57,2017-03-26,16:09:32,1490573372.0,1490544572.0
dianeyung,"WAYWT - March 26, 2017",30,0,11,5,77,2017-03-26,17:59:31,1490579971.0,1490551171.0
coffee_for_dinner,"WAYWT - March 26, 2017",86,0,7,5,35,2017-03-26,16:55:02,1490576102.0,1490547302.0
heyyogagirl,"WAYWT - March 26, 2017",28,0,6,3,67,2017-03-26,17:16:25,1490577385.0,1490548585.0
molequeen,"WAYWT - March 26, 2017",51,0,13,6,22,2017-03-26,16:26:42,1490574402.0,1490545602.0
useafuckingcoaster,"WAYWT - March 26, 2017",51,0,5,3,196,2017-03-26,17:36:46,1490578606.0,1490549806.0
thecurvynerd,"WAYWT - March 26, 2017",49,0,7,5,51,2017-03-26,22:03:09,1490594589.0,1490565789.0
three_a_day,"WAYWT - March 26, 2017",43,0,6,3,29,2017-03-26,19:21:41,1490584901.0,1490556101.0
sp00pymulder,"WAYWT - March 26, 2017",43,0,4,2,124,2017-03-26,20:20:10,1490588410.0,1490559610.0
sarahaw13,"WAYWT - March 26, 2017",57,0,10,5,42,2017-03-26,21:28:23,1490592503.0,1490563703.0
jennriver,"WAYWT - March 26, 2017",19,0,1,1,26,2017-03-26,16:12:46,1490573566.0,1490544766.0
BlueSpiritBlues,"WAYWT - March 26, 2017",110,0,4,2,38,2017-03-26,18:00:56,1490580056.0,1490551256.0
Hoosiergirl29,"WAYWT - March 26, 2017",35,0,3,2,51,2017-03-26,16:15:56,1490573756.0,1490544956.0
firstthingmonday,"WAYWT - March 26, 2017",14,0,5,3,81,2017-03-26,16:28:24,1490574504.0,1490545704.0
tamberra,"WAYWT - March 26, 2017",41,0,7,2,77,2017-03-26,22:35:21,1490596521.0,1490567721.0
kcwashere,"WAYWT - March 26, 2017",50,0,10,3,70,2017-03-26,16:38:36,1490575116.0,1490546316.0
ruthannr94,"WAYWT - March 26, 2017",56,0,10,6,25,2017-03-26,18:58:59,1490583539.0,1490554739.0
naphthene,"WAYWT - March 26, 2017",22,0,6,2,31,2017-03-26,22:57:26,1490597846.0,1490569046.0
Rogue_Fibre,"WAYWT - March 26, 2017",34,0,3,2,95,2017-03-26,22:29:49,1490596189.0,1490567389.0
marshmellowyellow,"WAYWT - March 26, 2017",21,0,4,2,33,2017-03-26,16:18:26,1490573906.0,1490545106.0
,"WAYWT - March 26, 2017",9,0,6,3,1,2017-03-26,16:34:03,1490574843.0,1490546043.0
JohnnyDeppsPenis,"WAYWT - March 26, 2017",17,0,0,0,7,2017-03-27,13:54:54,1490651694.0,1490622894.0
nicethrowaway6669,"WAYWT - March 26, 2017",21,0,4,3,59,2017-03-27,00:35:48,1490603748.0,1490574948.0
cocoabutterkisses_,"WAYWT - March 26, 2017",5,0,2,1,35,2017-03-28,16:33:51,1490747631.0,1490718831.0
cusekyi,"WAYWT - March 26, 2017",10,0,0,0,167,2017-03-26,17:30:42,1490578242.0,1490549442.0
booksandthebees,"WAYWT - March 26, 2017",12,0,5,3,13,2017-03-27,01:39:23,1490607563.0,1490578763.0
alloleo,"WAYWT - March 26, 2017",23,0,5,4,71,2017-03-26,22:29:23,1490596163.0,1490567363.0
sprayedice,"WAYWT - March 26, 2017",22,0,2,1,62,2017-03-27,00:26:12,1490603172.0,1490574372.0
amoeba666,"WAYWT - March 26, 2017",10,0,3,2,41,2017-03-26,20:18:17,1490588297.0,1490559497.0
,"WAYWT - March 26, 2017",9,0,2,1,1,2017-03-26,19:09:26,1490584166.0,1490555366.0
bnkb,"WAYWT - March 26, 2017",6,0,8,2,108,2017-03-26,20:36:34,1490589394.0,1490560594.0
,"WAYWT - March 26, 2017",13,0,4,1,1,2017-03-26,17:29:34,1490578174.0,1490549374.0
,"WAYWT - March 26, 2017",-8,0,1,1,1,2017-03-26,18:39:50,1490582390.0,1490553590.0
,"WAYWT - March 22, 2017",103,0,17,8,1,2017-03-22,16:09:20,1490227760.0,1490198960.0
catherine_wheel,"WAYWT - March 22, 2017",46,0,15,6,41,2017-03-22,16:13:21,1490228001.0,1490199201.0
imogenimpulse,"WAYWT - March 22, 2017",81,0,12,7,152,2017-03-22,16:31:34,1490229094.0,1490200294.0
shercocked,"WAYWT - March 22, 2017",112,0,15,7,83,2017-03-22,16:04:46,1490227486.0,1490198686.0
villonious,"WAYWT - March 22, 2017",77,0,14,7,66,2017-03-22,16:12:50,1490227970.0,1490199170.0
,"WAYWT - March 22, 2017",36,0,6,4,1,2017-03-22,16:21:10,1490228470.0,1490199670.0
muzzyhoo92,"WAYWT - March 22, 2017",37,0,8,3,26,2017-03-22,16:28:49,1490228929.0,1490200129.0
hiilive,"WAYWT - March 22, 2017",33,0,4,4,102,2017-03-23,09:24:17,1490289857.0,1490261057.0
hopia89,"WAYWT - March 22, 2017",76,0,13,7,79,2017-03-22,16:33:13,1490229193.0,1490200393.0
,"WAYWT - March 22, 2017",28,0,3,3,1,2017-03-22,17:03:46,1490231026.0,1490202226.0
_space_pants_,"WAYWT - March 22, 2017",25,0,6,2,50,2017-03-22,18:57:25,1490237845.0,1490209045.0
KimchiChan,"WAYWT - March 22, 2017",51,0,9,7,109,2017-03-22,19:54:01,1490241241.0,1490212441.0
,"WAYWT - March 22, 2017",21,0,6,3,1,2017-03-22,20:26:48,1490243208.0,1490214408.0
Womanofthesun,"WAYWT - March 22, 2017",22,0,4,3,81,2017-03-22,20:31:18,1490243478.0,1490214678.0
bearmouth,"WAYWT - March 22, 2017",22,0,11,6,107,2017-03-23,01:46:42,1490262402.0,1490233602.0
sarahaw13,"WAYWT - March 22, 2017",48,0,10,5,55,2017-03-22,16:26:05,1490228765.0,1490199965.0
lawschoolbimbo,"WAYWT - March 22, 2017",22,0,2,2,83,2017-03-22,16:40:31,1490229631.0,1490200831.0
xomandark,"WAYWT - March 22, 2017",19,0,2,1,37,2017-03-22,16:17:56,1490228276.0,1490199476.0
piggypurple,"WAYWT - March 22, 2017",37,0,7,3,88,2017-03-22,18:02:44,1490234564.0,1490205764.0
bikinikills,"WAYWT - March 22, 2017",16,0,5,4,137,2017-03-22,18:46:41,1490237201.0,1490208401.0
ottaline_gambol,"WAYWT - March 22, 2017",38,0,6,3,50,2017-03-22,16:17:44,1490228264.0,1490199464.0
heyyogagirl,"WAYWT - March 22, 2017",14,0,2,1,94,2017-03-23,01:32:13,1490261533.0,1490232733.0
oega93,"WAYWT - March 22, 2017",14,0,2,1,26,2017-03-22,19:31:53,1490239913.0,1490211113.0
thecurvynerd,"WAYWT - March 22, 2017",38,0,5,3,29,2017-03-22,18:19:18,1490235558.0,1490206758.0
useafuckingcoaster,"WAYWT - March 22, 2017",34,0,9,4,81,2017-03-22,16:31:41,1490229101.0,1490200301.0
azazello_spawn,"WAYWT - March 22, 2017",20,0,9,2,108,2017-03-22,17:00:44,1490230844.0,1490202044.0
Gabwielle,"WAYWT - March 22, 2017",45,0,12,5,58,2017-03-22,16:04:01,1490227441.0,1490198641.0
mc1r_variant,"WAYWT - March 22, 2017",20,0,4,2,52,2017-03-22,17:05:10,1490231110.0,1490202310.0
jforres,"WAYWT - March 22, 2017",9,0,12,5,42,2017-03-22,16:26:56,1490228816.0,1490200016.0
offspringfreak,"WAYWT - March 22, 2017",17,0,4,2,108,2017-03-22,17:21:03,1490232063.0,1490203263.0
robotgwen,"WAYWT - March 22, 2017",8,0,2,1,141,2017-03-22,16:16:39,1490228199.0,1490199399.0
BlueSpiritBlues,"WAYWT - March 22, 2017",34,0,8,4,116,2017-03-22,19:36:49,1490240209.0,1490211409.0
cusekyi,"WAYWT - March 22, 2017",8,0,17,4,465,2017-03-22,16:43:28,1490229808.0,1490201008.0
WiseacreSlugabed,"WAYWT - March 22, 2017",8,0,3,2,80,2017-03-22,18:01:53,1490234513.0,1490205713.0
dearlysi,"WAYWT - March 22, 2017",6,0,0,0,62,2017-03-22,18:38:44,1490236724.0,1490207924.0
,"WAYWT - March 22, 2017",7,0,3,3,1,2017-03-23,16:18:57,1490314737.0,1490285937.0
kinasekinase,"WAYWT - March 22, 2017",15,0,4,2,96,2017-03-22,18:08:07,1490234887.0,1490206087.0
CinnamonBunBun,"WAYWT - March 22, 2017",5,0,1,1,27,2017-03-23,09:00:38,1490288438.0,1490259638.0
slojonka,"WAYWT - March 22, 2017",5,0,2,2,130,2017-03-23,10:25:45,1490293545.0,1490264745.0
burgerfingaz,"WAYWT - March 22, 2017",13,0,7,3,26,2017-03-22,17:31:49,1490232709.0,1490203909.0
,"WAYWT - March 22, 2017",4,0,4,1,1,2017-03-22,21:50:06,1490248206.0,1490219406.0
domesticenginerd,"WAYWT - March 22, 2017",7,0,4,3,54,2017-03-22,19:13:38,1490238818.0,1490210018.0
aliceismalice,"WAYWT - March 22, 2017",2,0,3,2,48,2017-03-22,19:34:42,1490240082.0,1490211282.0
EamesGurl94,"WAYWT - March 22, 2017",2,0,2,1,54,2017-03-23,15:47:20,1490312840.0,1490284040.0
EpiceEmilie,"WAYWT - March 22, 2017",2,0,3,2,90,2017-03-22,22:06:46,1490249206.0,1490220406.0
Wasmand,"WAYWT - March 19, 2017",132,0,11,7,104,2017-03-19,20:46:36,1489985196.0,1489956396.0
somethings_nothings,"WAYWT - March 19, 2017",107,0,4,3,28,2017-03-19,17:01:53,1489971713.0,1489942913.0
hellojazz,"WAYWT - March 19, 2017",51,0,8,4,63,2017-03-19,22:10:44,1489990244.0,1489961444.0
chaosintejas,"WAYWT - March 19, 2017",44,0,7,3,99,2017-03-19,23:23:17,1489994597.0,1489965797.0
pirumparum1,"WAYWT - March 19, 2017",73,0,9,6,198,2017-03-19,17:46:59,1489974419.0,1489945619.0
madprudentilla,"WAYWT - March 19, 2017",33,0,5,4,241,2017-03-19,16:59:23,1489971563.0,1489942763.0
,"WAYWT - March 19, 2017",33,0,1,1,1,2017-03-19,19:46:30,1489981590.0,1489952790.0
Lillyeth,"WAYWT - March 19, 2017",27,0,12,6,42,2017-03-19,17:14:19,1489972459.0,1489943659.0
kcwashere,"WAYWT - March 19, 2017",26,0,6,3,35,2017-03-19,19:10:48,1489979448.0,1489950648.0
bikinikills,"WAYWT - March 19, 2017",30,0,7,2,142,2017-03-19,19:20:41,1489980041.0,1489951241.0
Scrap-Icon,"WAYWT - March 19, 2017",46,0,6,4,62,2017-03-19,16:08:50,1489968530.0,1489939730.0
,"WAYWT - March 19, 2017",20,0,6,4,144,2017-03-19,17:04:21,1489971861.0,1489943061.0
BlueSpiritBlues,"WAYWT - March 19, 2017",101,0,14,9,87,2017-03-19,18:00:45,1489975245.0,1489946445.0
villonious,"WAYWT - March 19, 2017",42,0,8,4,49,2017-03-19,16:42:12,1489970532.0,1489941732.0
coffee_for_dinner,"WAYWT - March 19, 2017",36,0,7,5,61,2017-03-19,17:10:14,1489972214.0,1489943414.0
ediblesprysky,"WAYWT - March 19, 2017",17,0,1,1,66,2017-03-19,22:24:44,1489991084.0,1489962284.0
thecurvynerd,"WAYWT - March 19, 2017",54,0,19,11,123,2017-03-19,17:03:54,1489971834.0,1489943034.0
Deiji-,"WAYWT - March 19, 2017",29,0,6,3,76,2017-03-19,16:25:41,1489969541.0,1489940741.0
kinasekinase,"WAYWT - March 19, 2017",27,0,7,5,80,2017-03-19,17:49:04,1489974544.0,1489945744.0
xomandark,"WAYWT - March 19, 2017",33,0,13,6,74,2017-03-19,17:37:35,1489973855.0,1489945055.0
123zinnie,"WAYWT - March 19, 2017",20,0,5,2,20,2017-03-19,23:24:11,1489994651.0,1489965851.0
railaway,"WAYWT - March 19, 2017",10,0,2,1,28,2017-03-19,22:01:20,1489989680.0,1489960880.0
asdfjklOHFUCKYOU,"WAYWT - March 19, 2017",17,0,0,0,67,2017-03-19,16:31:30,1489969890.0,1489941090.0
zuccinimuggle,"WAYWT - March 19, 2017",19,0,5,3,56,2017-03-19,19:47:10,1489981630.0,1489952830.0
Daniollo,"WAYWT - March 19, 2017",9,0,4,2,36,2017-03-20,18:39:13,1490063953.0,1490035153.0
carrie116,"WAYWT - March 19, 2017",22,0,8,4,173,2017-03-19,16:41:10,1489970470.0,1489941670.0
tamberra,"WAYWT - March 19, 2017",21,0,3,2,73,2017-03-20,07:10:22,1490022622.0,1489993822.0
jennriver,"WAYWT - March 19, 2017",19,0,6,3,29,2017-03-19,19:37:15,1489981035.0,1489952235.0
amoeba666,"WAYWT - March 19, 2017",6,0,0,0,61,2017-03-20,19:18:11,1490066291.0,1490037491.0
heyyogagirl,"WAYWT - March 19, 2017",18,0,8,4,57,2017-03-20,01:01:25,1490000485.0,1489971685.0
radiogeek22,"WAYWT - March 19, 2017",5,0,1,1,72,2017-03-21,12:14:24,1490127264.0,1490098464.0
aliceismalice,"WAYWT - March 19, 2017",14,0,3,1,55,2017-03-19,21:00:10,1489986010.0,1489957210.0
AryaTS,"WAYWT - March 19, 2017",13,0,2,1,103,2017-03-19,20:39:34,1489984774.0,1489955974.0
,"WAYWT - March 19, 2017",10,0,2,1,1,2017-03-19,23:03:51,1489993431.0,1489964631.0
,"WAYWT - March 15, 2017",78,0,5,3,1,2017-03-15,16:17:19,1489623439.0,1489594639.0
bean-sprout,"WAYWT - March 15, 2017",74,0,20,10,58,2017-03-15,16:07:20,1489622840.0,1489594040.0
imogenimpulse,"WAYWT - March 15, 2017",56,0,6,4,189,2017-03-15,18:35:11,1489631711.0,1489602911.0
sarahaw13,"WAYWT - March 15, 2017",52,0,10,6,54,2017-03-15,16:22:56,1489623776.0,1489594976.0
sixbysix_,"WAYWT - March 15, 2017",52,0,9,4,54,2017-03-15,18:47:12,1489632432.0,1489603632.0
ChiknPermission,"WAYWT - March 15, 2017",87,0,9,3,25,2017-03-15,19:18:03,1489634283.0,1489605483.0
villonious,"WAYWT - March 15, 2017",42,0,15,5,47,2017-03-15,16:06:24,1489622784.0,1489593984.0
ayiyi,"WAYWT - March 15, 2017",107,0,18,10,83,2017-03-15,16:21:28,1489623688.0,1489594888.0
shercocked,"WAYWT - March 15, 2017",76,0,16,6,105,2017-03-15,16:08:48,1489622928.0,1489594128.0
useafuckingcoaster,"WAYWT - March 15, 2017",36,0,2,2,69,2017-03-15,16:15:09,1489623309.0,1489594509.0
catherine_wheel,"WAYWT - March 15, 2017",38,0,8,8,34,2017-03-15,16:33:36,1489624416.0,1489595616.0
BlueSpiritBlues,"WAYWT - March 15, 2017",67,0,14,5,77,2017-03-15,19:01:03,1489633263.0,1489604463.0
TwoSizes,"WAYWT - March 15, 2017",28,0,3,3,48,2017-03-15,16:24:51,1489623891.0,1489595091.0
TheLittleVintage,"WAYWT - March 15, 2017",32,0,3,3,57,2017-03-15,16:27:14,1489624034.0,1489595234.0
shakyjellyfish,"WAYWT - March 15, 2017",32,0,3,1,11,2017-03-15,21:12:33,1489641153.0,1489612353.0
,"WAYWT - March 15, 2017",32,0,4,4,1,2017-03-16,08:28:31,1489681711.0,1489652911.0
Deiji-,"WAYWT - March 15, 2017",23,0,3,1,132,2017-03-15,16:16:17,1489623377.0,1489594577.0
offspringfreak,"WAYWT - March 15, 2017",28,0,10,5,172,2017-03-15,17:17:33,1489627053.0,1489598253.0
,"WAYWT - March 15, 2017",25,0,7,4,1,2017-03-15,17:49:54,1489628994.0,1489600194.0
CarinHBrander,"WAYWT - March 15, 2017",49,0,7,5,245,2017-03-15,17:17:20,1489627040.0,1489598240.0
coffee_for_dinner,"WAYWT - March 15, 2017",23,0,9,5,22,2017-03-15,16:04:16,1489622656.0,1489593856.0
marmelbur,"WAYWT - March 15, 2017",23,0,3,1,17,2017-03-16,06:07:16,1489673236.0,1489644436.0
xomandark,"WAYWT - March 15, 2017",24,0,8,3,40,2017-03-15,16:08:11,1489622891.0,1489594091.0
,"WAYWT - March 15, 2017",43,0,16,6,1,2017-03-15,16:28:01,1489624081.0,1489595281.0
Showmeyourvocalfolds,"WAYWT - March 15, 2017",20,0,3,2,53,2017-03-15,21:19:37,1489641577.0,1489612777.0
heyyogagirl,"WAYWT - March 15, 2017",17,0,2,1,144,2017-03-15,23:02:19,1489647739.0,1489618939.0
