author,post,upvotes,downvotes,total reply count,direct reply count,wordcount,posting utc date,posting utc time,posted at (unix timestamp),posted at (utc unix timestamp)
madinmadame,"WAYWT - August 02, 2017",38,0,4,3,40,2017-08-02,17:11:30,1501722690.0,1501693890.0
exmechanistic,"WAYWT - August 02, 2017",42,0,6,3,5,2017-08-02,18:52:44,1501728764.0,1501699964.0
layneepup,"WAYWT - August 02, 2017",31,0,11,5,117,2017-08-02,16:25:04,1501719904.0,1501691104.0
hopia89,"WAYWT - August 02, 2017",29,0,1,1,72,2017-08-02,17:06:59,1501722419.0,1501693619.0
robotgwen,"WAYWT - August 02, 2017",31,0,8,4,17,2017-08-02,20:43:40,1501735420.0,1501706620.0
memziejane,"WAYWT - August 02, 2017",13,0,9,3,104,2017-08-02,16:37:15,1501720635.0,1501691835.0
ModestMalka,"WAYWT - August 02, 2017",27,0,5,4,105,2017-08-02,16:33:44,1501720424.0,1501691624.0
,"WAYWT - August 02, 2017",24,0,4,3,1,2017-08-02,20:53:24,1501736004.0,1501707204.0
DefNotIWBM,"WAYWT - August 02, 2017",23,0,1,1,51,2017-08-02,20:58:52,1501736332.0,1501707532.0
Rogue_Fibre,"WAYWT - August 02, 2017",25,0,3,3,128,2017-08-02,23:21:06,1501744866.0,1501716066.0
kinasekinase,"WAYWT - August 02, 2017",19,0,4,3,69,2017-08-02,16:20:27,1501719627.0,1501690827.0
jsage21,"WAYWT - August 02, 2017",7,0,1,1,93,2017-08-02,16:17:44,1501719464.0,1501690664.0
thecurvynerd,"WAYWT - August 02, 2017",31,0,7,5,81,2017-08-02,16:34:47,1501720487.0,1501691687.0
ruthannr94,"WAYWT - August 02, 2017",38,0,11,7,47,2017-08-02,16:24:15,1501719855.0,1501691055.0
VikesGirl99,"WAYWT - August 02, 2017",7,0,0,0,28,2017-08-03,16:27:03,1501806423.0,1501777623.0
00clemmy,"WAYWT - August 02, 2017",6,0,1,1,26,2017-08-04,18:05:58,1501898758.0,1501869958.0
respectablerag,"WAYWT - August 02, 2017",17,0,2,1,30,2017-08-03,00:05:22,1501747522.0,1501718722.0
gericos,"WAYWT - August 02, 2017",7,0,6,2,167,2017-08-02,17:21:52,1501723312.0,1501694512.0
loo_see,"WAYWT - August 02, 2017",2,0,2,1,9,2017-08-03,20:50:31,1501822231.0,1501793431.0
Straightgrizzly22,"WAYWT - July 30, 2017",112,0,9,4,29,2017-07-30,17:56:59,1501466219.0,1501437419.0
e___e,"WAYWT - July 30, 2017",98,0,10,5,41,2017-07-30,19:51:13,1501473073.0,1501444273.0
sewing_magic,"WAYWT - July 30, 2017",112,0,12,6,75,2017-07-30,21:31:16,1501479076.0,1501450276.0
coffee_for_dinner,"WAYWT - July 30, 2017",46,0,12,6,76,2017-07-30,16:43:12,1501461792.0,1501432992.0
eyeslikeashowroom,"WAYWT - July 30, 2017",49,0,7,3,117,2017-07-30,17:31:47,1501464707.0,1501435907.0
Rogue_Fibre,"WAYWT - July 30, 2017",44,0,9,5,68,2017-07-30,23:30:06,1501486206.0,1501457406.0
Deiji-,"WAYWT - July 30, 2017",72,0,18,9,136,2017-07-30,16:28:56,1501460936.0,1501432136.0
suckckit,"WAYWT - July 30, 2017",72,0,6,4,38,2017-07-30,16:30:17,1501461017.0,1501432217.0
tirchama,"WAYWT - July 30, 2017",37,0,4,2,32,2017-07-30,20:44:15,1501476255.0,1501447455.0
asdfjklOHFUCKYOU,"WAYWT - July 30, 2017",32,0,4,2,43,2017-07-30,17:10:26,1501463426.0,1501434626.0
BaboonStick,"WAYWT - July 30, 2017",59,0,9,5,92,2017-07-30,16:46:52,1501462012.0,1501433212.0
emaleau,"WAYWT - July 30, 2017",49,0,11,7,91,2017-07-30,19:48:51,1501472931.0,1501444131.0
cheesegrater_knees,"WAYWT - July 30, 2017",21,0,0,0,53,2017-07-31,00:08:06,1501488486.0,1501459686.0
ojiua,"WAYWT - July 30, 2017",54,0,2,2,36,2017-07-30,17:17:32,1501463852.0,1501435052.0
kinasekinase,"WAYWT - July 30, 2017",33,0,5,3,56,2017-07-30,16:16:23,1501460183.0,1501431383.0
Hoosiergirl29,"WAYWT - July 30, 2017",31,0,2,1,92,2017-07-30,19:09:28,1501470568.0,1501441768.0
xomandark,"WAYWT - July 30, 2017",38,0,6,3,22,2017-07-30,17:51:46,1501465906.0,1501437106.0
Hernandez999,"WAYWT - July 30, 2017",49,0,4,3,38,2017-07-30,16:40:18,1501461618.0,1501432818.0
Daniellewhatever,"WAYWT - July 30, 2017",19,0,8,3,195,2017-07-31,00:59:46,1501491586.0,1501462786.0
CinnamonBunBun,"WAYWT - July 30, 2017",9,0,2,1,32,2017-07-30,23:56:24,1501487784.0,1501458984.0
respectablerag,"WAYWT - July 30, 2017",36,0,2,1,24,2017-07-31,01:41:00,1501494060.0,1501465260.0
broadwaybaby616,"WAYWT - July 30, 2017",14,0,0,0,22,2017-07-30,21:40:13,1501479613.0,1501450813.0
let-the-rainfalldown,"WAYWT - July 26, 2017",26,0,2,1,32,2017-07-27,05:41:20,1501162880.0,1501134080.0
_ad_nauseam,"WAYWT - July 26, 2017",69,0,13,7,203,2017-07-26,16:41:10,1501116070.0,1501087270.0
BlueSpiritBlues,"WAYWT - July 26, 2017",68,0,5,2,25,2017-07-26,19:20:22,1501125622.0,1501096822.0
faux-kwah,"WAYWT - July 26, 2017",43,0,2,2,52,2017-07-26,16:13:51,1501114431.0,1501085631.0
e___e,"WAYWT - July 26, 2017",46,0,8,3,65,2017-07-26,19:50:26,1501127426.0,1501098626.0
PM_ME_ITTYBITTYKITTY,"WAYWT - July 26, 2017",77,0,15,10,60,2017-07-26,19:15:32,1501125332.0,1501096532.0
NarcissaMalfoy,"WAYWT - July 26, 2017",18,0,2,2,59,2017-07-26,17:04:59,1501117499.0,1501088699.0
Kymeberlee,"WAYWT - July 26, 2017",16,0,12,4,189,2017-07-27,00:06:42,1501142802.0,1501114002.0
heyyogagirl,"WAYWT - July 26, 2017",16,0,11,5,21,2017-07-27,06:25:41,1501165541.0,1501136741.0
Daniellewhatever,"WAYWT - July 26, 2017",13,0,2,1,77,2017-07-27,00:57:23,1501145843.0,1501117043.0
Deiji-,"WAYWT - July 26, 2017",30,0,2,1,36,2017-07-26,16:26:02,1501115162.0,1501086362.0
Lillyeth,"WAYWT - July 26, 2017",51,0,8,4,15,2017-07-26,16:40:53,1501116053.0,1501087253.0
poutineprincess,"WAYWT - July 26, 2017",13,0,4,2,37,2017-07-27,17:23:18,1501204998.0,1501176198.0
hopia89,"WAYWT - July 26, 2017",38,0,5,5,75,2017-07-26,16:32:14,1501115534.0,1501086734.0
Rogue_Fibre,"WAYWT - July 26, 2017",9,0,7,4,29,2017-07-27,00:21:04,1501143664.0,1501114864.0
ruthannr94,"WAYWT - July 26, 2017",51,0,13,7,94,2017-07-26,17:38:44,1501119524.0,1501090724.0
ratioyouknow,"WAYWT - July 26, 2017",41,0,7,5,40,2017-07-26,18:59:17,1501124357.0,1501095557.0
respectablerag,"WAYWT - July 26, 2017",17,0,2,2,44,2017-07-27,02:26:33,1501151193.0,1501122393.0
powerofvoodoowhodoo,"WAYWT - July 26, 2017",15,0,4,1,56,2017-07-26,17:13:40,1501118020.0,1501089220.0
caffeinatedlackey,"WAYWT - July 26, 2017",20,0,1,1,207,2017-07-26,17:37:10,1501119430.0,1501090630.0
exmechanistic,"WAYWT - July 26, 2017",23,0,1,1,3,2017-07-26,16:31:13,1501115473.0,1501086673.0
Banana-Rebellion,"WAYWT - July 26, 2017",24,0,2,2,121,2017-07-26,16:31:36,1501115496.0,1501086696.0
LizzyLemonade,"WAYWT - July 26, 2017",20,0,3,2,148,2017-07-26,17:19:50,1501118390.0,1501089590.0
haroldelgato,"WAYWT - July 26, 2017",15,0,7,2,112,2017-07-26,20:26:04,1501129564.0,1501100764.0
mkkxx,"WAYWT - July 26, 2017",13,0,1,1,14,2017-07-26,16:15:13,1501114513.0,1501085713.0
scooby_noob,"WAYWT - July 26, 2017",3,0,1,1,35,2017-07-27,00:21:08,1501143668.0,1501114868.0
tgsgirl,"WAYWT - July 26, 2017",9,0,4,1,124,2017-07-27,22:07:34,1501222054.0,1501193254.0
memziejane,"WAYWT - July 26, 2017",11,0,6,3,92,2017-07-26,16:24:52,1501115092.0,1501086292.0
rosedore,"WAYWT - July 26, 2017",8,0,3,3,17,2017-07-26,17:13:18,1501117998.0,1501089198.0
LittleMsSavoirFaire,"WAYWT - July 26, 2017",11,0,3,1,132,2017-07-26,17:37:35,1501119455.0,1501090655.0
themountainsareout,"WAYWT - July 26, 2017",11,0,8,4,35,2017-07-26,16:43:02,1501116182.0,1501087382.0
Lillyeth,"WAYWT - July 23, 2017",75,0,14,6,74,2017-07-23,17:15:21,1500858921.0,1500830121.0
ayiyi,"WAYWT - July 23, 2017",131,0,18,9,62,2017-07-23,17:24:57,1500859497.0,1500830697.0
sarahaw13,"WAYWT - July 23, 2017",65,0,10,6,44,2017-07-23,18:28:48,1500863328.0,1500834528.0
somethings_nothings,"WAYWT - July 23, 2017",78,0,10,5,8,2017-07-23,17:29:15,1500859755.0,1500830955.0
ihateunclejamie,"WAYWT - July 23, 2017",55,0,3,2,34,2017-07-23,17:43:43,1500860623.0,1500831823.0
wanderedoff,"WAYWT - July 23, 2017",52,0,10,5,123,2017-07-23,18:04:22,1500861862.0,1500833062.0
Rogue_Fibre,"WAYWT - July 23, 2017",22,0,4,3,56,2017-07-24,00:42:22,1500885742.0,1500856942.0
madinmadame,"WAYWT - July 23, 2017",44,0,2,1,45,2017-07-23,17:30:14,1500859814.0,1500831014.0
corinnaps,"WAYWT - July 23, 2017",43,0,8,4,77,2017-07-24,06:04:26,1500905066.0,1500876266.0
TheSwedeAtLarge,"WAYWT - July 23, 2017",58,0,16,5,221,2017-07-23,16:36:26,1500856586.0,1500827786.0
xomandark,"WAYWT - July 23, 2017",38,0,12,6,51,2017-07-23,18:38:26,1500863906.0,1500835106.0
Straightgrizzly22,"WAYWT - July 23, 2017",72,0,7,5,30,2017-07-23,16:07:06,1500854826.0,1500826026.0
e___e,"WAYWT - July 23, 2017",41,0,4,2,92,2017-07-23,20:16:14,1500869774.0,1500840974.0
ticklytiger,"WAYWT - July 23, 2017",30,0,5,4,71,2017-07-23,17:12:00,1500858720.0,1500829920.0
kelsyxd,"WAYWT - July 23, 2017",28,0,4,4,166,2017-07-23,17:44:54,1500860694.0,1500831894.0
302149,"WAYWT - July 23, 2017",29,0,8,3,190,2017-07-23,18:15:14,1500862514.0,1500833714.0
fitzpleasr,"WAYWT - July 23, 2017",28,0,4,3,58,2017-07-23,18:35:43,1500863743.0,1500834943.0
emaleau,"WAYWT - July 23, 2017",52,0,16,8,84,2017-07-23,18:06:50,1500862010.0,1500833210.0
coffee_for_dinner,"WAYWT - July 23, 2017",25,0,7,3,49,2017-07-23,16:21:40,1500855700.0,1500826900.0
bikinikills,"WAYWT - July 23, 2017",27,0,6,3,77,2017-07-23,19:27:23,1500866843.0,1500838043.0
exmechanistic,"WAYWT - July 23, 2017",31,0,2,2,5,2017-07-23,16:15:33,1500855333.0,1500826533.0
Polypora,"WAYWT - July 23, 2017",20,0,2,2,60,2017-07-24,05:41:43,1500903703.0,1500874903.0
poutineprincess,"WAYWT - July 23, 2017",19,0,1,1,11,2017-07-24,02:41:05,1500892865.0,1500864065.0
AryaTS,"WAYWT - July 23, 2017",18,0,4,3,106,2017-07-23,18:06:18,1500861978.0,1500833178.0
CinnamonBunBun,"WAYWT - July 23, 2017",7,0,2,2,90,2017-07-24,01:06:16,1500887176.0,1500858376.0
awittybarb,"WAYWT - July 23, 2017",17,0,13,4,271,2017-07-23,17:05:10,1500858310.0,1500829510.0
Daniellewhatever,"WAYWT - July 23, 2017",16,0,3,2,133,2017-07-24,01:50:21,1500889821.0,1500861021.0
respectablerag,"WAYWT - July 23, 2017",14,0,6,3,28,2017-07-24,05:10:25,1500901825.0,1500873025.0
cvntwaffle,"WAYWT - July 23, 2017",10,0,1,1,51,2017-07-23,16:07:51,1500854871.0,1500826071.0
Hernandez999,"WAYWT - July 23, 2017",4,0,2,2,13,2017-07-24,03:53:33,1500897213.0,1500868413.0
antelopia,"WAYWT - July 23, 2017",14,0,10,5,114,2017-07-23,16:20:03,1500855603.0,1500826803.0
LittleMsSavoirFaire,"WAYWT - July 23, 2017",3,0,0,0,226,2017-07-24,21:48:51,1500961731.0,1500932931.0
PM_ME_ITTYBITTYKITTY,"WAYWT - July 19, 2017",112,0,14,7,48,2017-07-19,19:54:04,1500522844.0,1500494044.0
Lillyeth,"WAYWT - July 19, 2017",101,0,6,3,77,2017-07-19,17:21:31,1500513691.0,1500484891.0
Polypora,"WAYWT - July 19, 2017",45,0,6,4,70,2017-07-19,21:13:51,1500527631.0,1500498831.0
sarahaw13,"WAYWT - July 19, 2017",89,0,20,10,26,2017-07-19,17:20:15,1500513615.0,1500484815.0
emaleau,"WAYWT - July 19, 2017",122,0,14,8,85,2017-07-19,17:05:34,1500512734.0,1500483934.0
IMakeShinyThings,"WAYWT - July 19, 2017",42,0,4,2,30,2017-07-19,17:10:23,1500513023.0,1500484223.0
cheesegrater_knees,"WAYWT - July 19, 2017",38,0,4,3,62,2017-07-19,21:15:19,1500527719.0,1500498919.0
,"WAYWT - July 19, 2017",30,0,7,5,1,2017-07-19,21:09:06,1500527346.0,1500498546.0
00clemmy,"WAYWT - July 19, 2017",35,0,8,4,28,2017-07-20,01:30:40,1500543040.0,1500514240.0
robotgwen,"WAYWT - July 19, 2017",63,0,22,10,125,2017-07-19,16:44:43,1500511483.0,1500482683.0
bikinikills,"WAYWT - July 19, 2017",25,0,1,1,94,2017-07-19,18:25:35,1500517535.0,1500488735.0
suckckit,"WAYWT - July 19, 2017",50,0,7,4,43,2017-07-19,16:36:02,1500510962.0,1500482162.0
e___e,"WAYWT - July 19, 2017",48,0,7,4,36,2017-07-19,20:00:48,1500523248.0,1500494448.0
modernviolinist,"WAYWT - July 19, 2017",23,0,2,1,18,2017-07-19,21:38:46,1500529126.0,1500500326.0
,"WAYWT - July 19, 2017",38,0,2,2,1,2017-07-19,16:38:41,1500511121.0,1500482321.0
foreignfishes,"WAYWT - July 19, 2017",33,0,3,2,101,2017-07-19,16:45:23,1500511523.0,1500482723.0
eyeslikeashowroom,"WAYWT - July 19, 2017",37,0,7,3,196,2017-07-19,16:57:38,1500512258.0,1500483458.0
kgbc,"WAYWT - July 19, 2017",32,0,4,3,65,2017-07-19,19:32:17,1500521537.0,1500492737.0
asdfjklOHFUCKYOU,"WAYWT - July 19, 2017",34,0,8,7,94,2017-07-19,19:51:43,1500522703.0,1500493903.0
coffee_for_dinner,"WAYWT - July 19, 2017",51,0,7,6,82,2017-07-19,16:27:17,1500510437.0,1500481637.0
moon_honey,"WAYWT - July 19, 2017",15,0,5,2,84,2017-07-20,13:25:23,1500585923.0,1500557123.0
,"WAYWT - July 19, 2017",31,0,3,3,1,2017-07-19,17:22:58,1500513778.0,1500484978.0
Slow_Like_Sloth,"WAYWT - July 19, 2017",30,0,6,4,21,2017-07-19,17:30:44,1500514244.0,1500485444.0
,"WAYWT - July 19, 2017",51,0,8,3,1,2017-07-19,16:29:48,1500510588.0,1500481788.0
salted_sky,"WAYWT - July 19, 2017",48,0,6,3,9,2017-07-19,16:30:51,1500510651.0,1500481851.0
NarcissaMalfoy,"WAYWT - July 19, 2017",28,0,1,1,26,2017-07-19,16:53:21,1500512001.0,1500483201.0
howgal,"WAYWT - July 19, 2017",24,0,5,4,69,2017-07-19,17:07:18,1500512838.0,1500484038.0
xtinamariet,"WAYWT - July 19, 2017",24,0,8,5,106,2017-07-19,17:15:14,1500513314.0,1500484514.0
mozzafin,"WAYWT - July 19, 2017",21,0,2,2,30,2017-07-19,22:54:37,1500533677.0,1500504877.0
Lillyeth,"WAYWT - July 19, 2017",9,0,4,2,65,2017-07-20,08:38:49,1500568729.0,1500539929.0
lawschoolbimbo,"WAYWT - July 19, 2017",13,0,0,0,80,2017-07-19,16:53:49,1500512029.0,1500483229.0
Kymeberlee,"WAYWT - July 19, 2017",18,0,6,4,155,2017-07-19,23:49:21,1500536961.0,1500508161.0
,"WAYWT - July 19, 2017",19,0,1,1,1,2017-07-19,17:47:20,1500515240.0,1500486440.0
,"WAYWT - July 19, 2017",18,0,1,1,1,2017-07-19,18:05:14,1500516314.0,1500487514.0
greypumpkin,"WAYWT - July 19, 2017",25,0,3,2,86,2017-07-19,19:09:49,1500520189.0,1500491389.0
tgsgirl,"WAYWT - July 19, 2017",4,0,4,1,75,2017-07-20,21:39:40,1500615580.0,1500586780.0
memziejane,"WAYWT - July 19, 2017",9,0,0,0,88,2017-07-19,16:33:35,1500510815.0,1500482015.0
rosedore,"WAYWT - July 19, 2017",7,0,2,2,25,2017-07-19,17:40:42,1500514842.0,1500486042.0
__mallard_,"WAYWT - July 19, 2017",8,0,0,0,47,2017-07-19,19:46:14,1500522374.0,1500493574.0
,"WAYWT - July 19, 2017",-5,0,5,2,1,2017-07-19,21:22:43,1500528163.0,1500499363.0
BaboonStick,"WAYWT - July 16, 2017",121,0,13,6,70,2017-07-16,16:50:40,1500252640.0,1500223840.0
PM_ME_ITTYBITTYKITTY,"WAYWT - July 16, 2017",95,0,10,6,60,2017-07-16,17:13:37,1500254017.0,1500225217.0
niftynonsense,"WAYWT - July 16, 2017",68,0,10,5,24,2017-07-16,16:39:55,1500251995.0,1500223195.0
not_enough_sprinkles,"WAYWT - July 16, 2017",68,0,9,7,71,2017-07-16,19:48:27,1500263307.0,1500234507.0
suckckit,"WAYWT - July 16, 2017",61,0,8,4,51,2017-07-16,16:34:03,1500251643.0,1500222843.0
considerthelobsters,"WAYWT - July 16, 2017",59,0,13,6,130,2017-07-16,18:20:03,1500258003.0,1500229203.0
e___e,"WAYWT - July 16, 2017",56,0,13,5,49,2017-07-16,19:19:51,1500261591.0,1500232791.0
miss-nebula,"WAYWT - July 16, 2017",59,0,8,4,151,2017-07-16,20:48:38,1500266918.0,1500238118.0
Hoosiergirl29,"WAYWT - July 16, 2017",43,0,2,1,56,2017-07-16,18:18:41,1500257921.0,1500229121.0
NarcissaMalfoy,"WAYWT - July 16, 2017",38,0,10,5,104,2017-07-16,18:50:01,1500259801.0,1500231001.0
bikinikills,"WAYWT - July 16, 2017",34,0,8,4,126,2017-07-16,16:53:37,1500252817.0,1500224017.0
Lillyeth,"WAYWT - July 16, 2017",61,0,7,4,118,2017-07-16,17:12:25,1500253945.0,1500225145.0
fitzpleasr,"WAYWT - July 16, 2017",28,0,4,3,134,2017-07-16,17:06:31,1500253591.0,1500224791.0
antelopia,"WAYWT - July 16, 2017",27,0,8,3,63,2017-07-16,18:15:47,1500257747.0,1500228947.0
ahrieru,"WAYWT - July 16, 2017",77,0,26,6,18,2017-07-16,16:29:18,1500251358.0,1500222558.0
somethings_nothings,"WAYWT - July 16, 2017",50,0,3,1,9,2017-07-16,18:51:35,1500259895.0,1500231095.0
exmechanistic,"WAYWT - July 16, 2017",44,0,11,4,5,2017-07-16,16:36:18,1500251778.0,1500222978.0
mkphoto,"WAYWT - July 16, 2017",44,0,4,3,79,2017-07-17,04:48:11,1500295691.0,1500266891.0
dbrdbd,"WAYWT - July 16, 2017",20,0,2,1,38,2017-07-16,17:30:27,1500255027.0,1500226227.0
foreignfishes,"WAYWT - July 16, 2017",18,0,0,0,43,2017-07-16,16:44:07,1500252247.0,1500223447.0
queenbeluga,"WAYWT - July 16, 2017",38,0,2,1,52,2017-07-16,16:34:52,1500251692.0,1500222892.0
ModestMalka,"WAYWT - July 16, 2017",36,0,9,8,91,2017-07-16,17:18:19,1500254299.0,1500225499.0
xomandark,"WAYWT - July 16, 2017",35,0,15,7,43,2017-07-16,17:20:49,1500254449.0,1500225649.0
emaleau,"WAYWT - July 16, 2017",47,0,13,6,75,2017-07-16,17:46:27,1500255987.0,1500227187.0
mozzafin,"WAYWT - July 16, 2017",17,0,1,1,65,2017-07-16,17:01:38,1500253298.0,1500224498.0
aufhellen,"WAYWT - July 16, 2017",14,0,2,1,77,2017-07-16,18:46:47,1500259607.0,1500230807.0
tentoenails,"WAYWT - July 16, 2017",13,0,1,1,79,2017-07-16,20:11:37,1500264697.0,1500235897.0
AryaTS,"WAYWT - July 16, 2017",12,0,4,2,57,2017-07-16,19:08:43,1500260923.0,1500232123.0
poutineprincess,"WAYWT - July 16, 2017",21,0,2,1,41,2017-07-16,16:34:22,1500251662.0,1500222862.0
ruthannr94,"WAYWT - July 16, 2017",36,0,5,2,59,2017-07-16,16:36:08,1500251768.0,1500222968.0
broadwaybaby616,"WAYWT - July 16, 2017",15,0,2,1,30,2017-07-16,22:30:02,1500273002.0,1500244202.0
respectablerag,"WAYWT - July 16, 2017",24,0,3,1,10,2017-07-17,03:06:51,1500289611.0,1500260811.0
heyyogagirl,"WAYWT - July 16, 2017",16,0,5,2,38,2017-07-16,23:49:17,1500277757.0,1500248957.0
awittybarb,"WAYWT - July 16, 2017",16,0,1,1,79,2017-07-16,18:52:17,1500259937.0,1500231137.0
Hernandez999,"WAYWT - July 16, 2017",11,0,2,1,55,2017-07-17,05:00:25,1500296425.0,1500267625.0
JubilantSarcasm,"WAYWT - July 16, 2017",2,0,0,0,41,2017-07-19,12:12:05,1500495125.0,1500466325.0
madinmadame,"WAYWT - July 12, 2017",149,0,12,6,11,2017-07-12,17:54:32,1499910872.0,1499882072.0
lazypenquin,"WAYWT - July 12, 2017",84,0,2,2,46,2017-07-12,19:06:06,1499915166.0,1499886366.0
cccoffeeegurl,"WAYWT - July 12, 2017",80,0,9,5,116,2017-07-12,19:46:20,1499917580.0,1499888780.0
salted_sky,"WAYWT - July 12, 2017",66,0,7,3,40,2017-07-12,17:49:14,1499910554.0,1499881754.0
useafuckingcoaster,"WAYWT - July 12, 2017",50,0,5,4,61,2017-07-12,16:21:36,1499905296.0,1499876496.0
shercocked,"WAYWT - July 12, 2017",96,0,13,6,102,2017-07-12,19:06:11,1499915171.0,1499886371.0
sushiforbrunch,"WAYWT - July 12, 2017",46,0,8,4,61,2017-07-12,17:43:13,1499910193.0,1499881393.0
uhHbAbyBaby,"WAYWT - July 12, 2017",42,0,4,2,261,2017-07-12,21:49:52,1499924992.0,1499896192.0
ElleFuego,"WAYWT - July 12, 2017",34,0,3,1,40,2017-07-12,16:57:21,1499907441.0,1499878641.0
paulapaloooza,"WAYWT - July 12, 2017",40,0,2,1,96,2017-07-12,19:21:34,1499916094.0,1499887294.0
sudosussudio,"WAYWT - July 12, 2017",70,0,6,5,81,2017-07-12,17:19:48,1499908788.0,1499879988.0
boogieforward,"WAYWT - July 12, 2017",55,0,4,3,20,2017-07-12,17:11:19,1499908279.0,1499879479.0
Dapperscavenger,"WAYWT - July 12, 2017",26,0,0,0,16,2017-07-12,21:25:54,1499923554.0,1499894754.0
bikinikills,"WAYWT - July 12, 2017",25,0,4,2,99,2017-07-12,18:58:42,1499914722.0,1499885922.0
aufhellen,"WAYWT - July 12, 2017",22,0,2,1,76,2017-07-12,17:08:41,1499908121.0,1499879321.0
3tortilla,"WAYWT - July 12, 2017",22,0,5,2,64,2017-07-13,04:16:43,1499948203.0,1499919403.0
radiogeek22,"WAYWT - July 12, 2017",20,0,2,1,36,2017-07-12,16:12:08,1499904728.0,1499875928.0
Polypora,"WAYWT - July 12, 2017",19,0,7,2,38,2017-07-12,19:22:16,1499916136.0,1499887336.0
spitefulbeans,"WAYWT - July 12, 2017",20,0,6,4,28,2017-07-13,05:03:03,1499950983.0,1499922183.0
moon_honey,"WAYWT - July 12, 2017",18,0,8,4,76,2017-07-12,21:55:53,1499925353.0,1499896553.0
Deiji-,"WAYWT - July 12, 2017",43,0,5,3,34,2017-07-12,17:11:33,1499908293.0,1499879493.0
lawschoolbimbo,"WAYWT - July 12, 2017",17,0,1,1,109,2017-07-12,23:40:13,1499931613.0,1499902813.0
foreignfishes,"WAYWT - July 12, 2017",35,0,4,3,75,2017-07-12,16:38:01,1499906281.0,1499877481.0
sugarandsand,"WAYWT - July 12, 2017",15,0,1,1,60,2017-07-13,09:00:14,1499965214.0,1499936414.0
e___e,"WAYWT - July 12, 2017",34,0,5,2,19,2017-07-12,20:02:19,1499918539.0,1499889739.0
emaleau,"WAYWT - July 12, 2017",27,0,6,3,71,2017-07-12,16:22:25,1499905345.0,1499876545.0
heyyogagirl,"WAYWT - July 12, 2017",22,0,11,4,55,2017-07-12,16:26:35,1499905595.0,1499876795.0
Double_R01,"WAYWT - July 12, 2017",25,0,0,0,50,2017-07-12,18:48:05,1499914085.0,1499885285.0
memziejane,"WAYWT - July 12, 2017",19,0,6,3,149,2017-07-12,16:41:42,1499906502.0,1499877702.0
LizzyLemonade,"WAYWT - July 12, 2017",27,0,11,6,166,2017-07-12,16:32:55,1499905975.0,1499877175.0
NarcissaMalfoy,"WAYWT - July 12, 2017",19,0,3,1,71,2017-07-12,17:39:38,1499909978.0,1499881178.0
xtinamariet,"WAYWT - July 12, 2017",17,0,5,1,47,2017-07-12,20:00:32,1499918432.0,1499889632.0
,"WAYWT - July 12, 2017",9,0,4,1,78,2017-07-12,22:23:24,1499927004.0,1499898204.0
kelsyxd,"WAYWT - July 12, 2017",22,0,8,4,103,2017-07-12,18:15:43,1499912143.0,1499883343.0
smittenginger,"WAYWT - July 12, 2017",18,0,0,0,57,2017-07-12,19:04:07,1499915047.0,1499886247.0
thecurvynerd,"WAYWT - July 12, 2017",32,0,3,2,35,2017-07-12,16:14:44,1499904884.0,1499876084.0
respectablerag,"WAYWT - July 12, 2017",20,0,2,1,27,2017-07-13,00:43:28,1499935408.0,1499906608.0
ruthannr94,"WAYWT - July 12, 2017",56,0,22,5,57,2017-07-12,16:34:12,1499906052.0,1499877252.0
eatpoetry,"WAYWT - July 12, 2017",3,0,0,0,157,2017-07-16,00:38:35,1500194315.0,1500165515.0
CatastropheCat_97,"WAYWT - July 12, 2017",6,0,3,1,53,2017-07-12,17:34:01,1499909641.0,1499880841.0
thane311,"WAYWT - July 09, 2017",66,0,13,6,32,2017-07-09,16:08:11,1499645291.0,1499616491.0
full_boyle,"WAYWT - July 09, 2017",134,0,13,7,100,2017-07-09,21:02:01,1499662921.0,1499634121.0
ceruleanmuse,"WAYWT - July 09, 2017",40,0,4,2,32,2017-07-09,20:14:19,1499660059.0,1499631259.0
emaleau,"WAYWT - July 09, 2017",37,0,5,2,80,2017-07-09,17:49:20,1499651360.0,1499622560.0
xomandark,"WAYWT - July 09, 2017",38,0,3,2,31,2017-07-09,18:40:17,1499654417.0,1499625617.0
salted_sky,"WAYWT - July 09, 2017",38,0,8,3,41,2017-07-09,19:00:41,1499655641.0,1499626841.0
ojiua,"WAYWT - July 09, 2017",34,0,0,0,31,2017-07-09,17:58:40,1499651920.0,1499623120.0
e___e,"WAYWT - July 09, 2017",62,0,6,5,82,2017-07-09,20:00:55,1499659255.0,1499630455.0
bikinikills,"WAYWT - July 09, 2017",32,0,10,6,160,2017-07-09,17:00:07,1499648407.0,1499619607.0
BaboonStick,"WAYWT - July 09, 2017",32,0,3,2,107,2017-07-10,14:38:26,1499726306.0,1499697506.0
madinmadame,"WAYWT - July 09, 2017",62,0,8,5,96,2017-07-09,18:08:49,1499652529.0,1499623729.0
ktrows,"WAYWT - July 09, 2017",23,0,4,2,129,2017-07-10,02:47:17,1499683637.0,1499654837.0
villonious,"WAYWT - July 09, 2017",49,0,6,4,32,2017-07-09,16:06:42,1499645202.0,1499616402.0
ratioyouknow,"WAYWT - July 09, 2017",51,0,2,2,44,2017-07-09,16:11:59,1499645519.0,1499616719.0
considerthelobsters,"WAYWT - July 09, 2017",64,0,8,4,74,2017-07-09,17:02:46,1499648566.0,1499619766.0
